"DATE","PROVINCE","REGION","NR_REPORTING","TOTAL_IN","TOTAL_IN_ICU","NEW_IN","NEW_IN_ICU","TOTAL_IN_RESP","TOTAL_IN_ECMO"
2021-10-12,"Liège","Wallonia",12,138,38,9,9,16,3
2021-10-12,"Luxembourg","Wallonia",3,16,7,4,4,6,0
2021-10-12,"Namur","Wallonia",6,19,6,1,1,4,1
2021-10-12,"OostVlaanderen","Flanders",14,68,19,6,6,12,6
2021-10-12,"VlaamsBrabant","Flanders",6,34,10,5,5,5,1
2021-10-12,"WestVlaanderen","Flanders",11,52,12,9,9,8,2
2021-10-13,"Antwerpen","Flanders",14,118,25,11,11,13,5
2021-10-13,"BrabantWallon","Wallonia",2,12,4,3,3,1,0
2021-10-13,"Brussels","Brussels",15,198,53,14,14,32,7
2021-10-13,"Hainaut","Wallonia",14,88,20,7,7,10,4
2021-10-13,"Limburg","Flanders",7,26,5,3,3,1,0
2021-10-13,"Liège","Wallonia",12,142,37,14,14,15,2
2021-10-13,"Luxembourg","Wallonia",3,12,6,0,0,5,0
2021-10-13,"Namur","Wallonia",6,21,6,4,4,3,2
2021-10-13,"OostVlaanderen","Flanders",14,72,22,4,4,11,5
2021-10-13,"VlaamsBrabant","Flanders",6,34,9,2,2,4,1
2021-10-13,"WestVlaanderen","Flanders",11,59,14,8,8,9,2
2021-10-14,"Antwerpen","Flanders",14,120,25,12,12,14,5
2021-10-14,"BrabantWallon","Wallonia",2,12,4,1,1,1,0
2021-10-14,"Brussels","Brussels",15,194,49,9,9,31,8
2021-10-14,"Hainaut","Wallonia",14,90,21,9,9,10,4
2021-10-14,"Limburg","Flanders",7,24,4,2,2,1,0
2021-10-14,"Liège","Wallonia",12,145,37,16,16,13,2
2021-10-14,"Luxembourg","Wallonia",3,15,6,4,4,4,0
2021-10-14,"Namur","Wallonia",6,25,6,4,4,4,1
2021-10-14,"OostVlaanderen","Flanders",14,71,20,5,5,12,7
2021-10-14,"VlaamsBrabant","Flanders",6,35,8,5,5,4,1
2021-10-14,"WestVlaanderen","Flanders",11,62,13,11,11,9,2
2021-10-15,"Antwerpen","Flanders",14,120,25,7,7,11,4
2021-10-15,"BrabantWallon","Wallonia",2,9,3,0,0,2,0
2021-10-15,"Brussels","Brussels",15,206,50,13,13,33,7
2021-10-15,"Hainaut","Wallonia",14,91,17,4,4,10,4
2021-10-15,"Limburg","Flanders",7,27,5,3,3,1,0
2021-10-15,"Liège","Wallonia",12,151,38,15,15,15,2
2021-10-15,"Luxembourg","Wallonia",3,17,6,3,3,4,0
2021-10-15,"Namur","Wallonia",6,27,5,1,1,4,1
2021-10-15,"OostVlaanderen","Flanders",14,73,17,4,4,12,6
2021-10-15,"VlaamsBrabant","Flanders",6,30,8,3,3,4,1
2021-10-15,"WestVlaanderen","Flanders",11,73,16,8,8,9,2
2021-10-16,"Antwerpen","Flanders",14,117,28,12,12,13,4
2021-10-16,"BrabantWallon","Wallonia",2,10,3,3,3,2,0
2021-10-16,"Brussels","Brussels",15,202,53,18,18,36,7
2021-10-16,"Hainaut","Wallonia",14,90,14,7,7,10,4
2021-10-16,"Limburg","Flanders",7,26,6,5,5,2,0
2021-10-16,"Liège","Wallonia",12,153,40,27,27,17,2
2021-10-16,"Luxembourg","Wallonia",3,17,8,0,0,5,0
2021-10-16,"Namur","Wallonia",6,28,5,3,3,5,0
2021-10-16,"OostVlaanderen","Flanders",14,71,18,6,6,12,5
2021-10-16,"VlaamsBrabant","Flanders",6,38,11,7,7,6,1
2021-10-16,"WestVlaanderen","Flanders",11,80,16,9,9,9,2
2021-10-17,"Antwerpen","Flanders",14,123,30,10,10,13,4
2021-10-17,"BrabantWallon","Wallonia",2,11,3,2,2,2,0
2021-10-17,"Brussels","Brussels",15,196,52,7,7,36,7
2021-10-17,"Hainaut","Wallonia",14,99,14,13,13,9,4
2021-10-17,"Limburg","Flanders",7,28,6,3,3,2,0
2021-10-17,"Liège","Wallonia",12,156,43,6,6,18,2
2021-10-17,"Luxembourg","Wallonia",3,19,8,3,3,6,0
2021-10-17,"Namur","Wallonia",6,32,7,3,3,5,0
2021-10-17,"OostVlaanderen","Flanders",14,75,21,8,8,12,5
2021-10-17,"VlaamsBrabant","Flanders",6,39,11,1,1,5,1
2021-10-17,"WestVlaanderen","Flanders",11,78,14,3,3,9,2
2021-10-18,"Antwerpen","Flanders",14,138,34,13,13,16,4
2021-10-18,"BrabantWallon","Wallonia",2,9,2,0,0,0,0
2021-10-18,"Brussels","Brussels",15,204,59,18,18,36,9
2021-10-18,"Hainaut","Wallonia",14,113,20,9,9,11,5
2021-10-18,"Limburg","Flanders",7,35,7,8,8,2,0
2021-10-18,"Liège","Wallonia",12,162,44,4,4,18,2
2021-10-18,"Luxembourg","Wallonia",3,26,10,9,9,6,0
2021-10-18,"Namur","Wallonia",6,34,8,2,2,7,0
2021-10-18,"OostVlaanderen","Flanders",14,80,21,10,10,11,5
2021-10-18,"VlaamsBrabant","Flanders",6,37,13,3,3,6,1
2021-10-18,"WestVlaanderen","Flanders",11,81,14,6,6,9,2
2021-10-19,"Antwerpen","Flanders",14,141,35,17,17,15,4
2021-10-19,"BrabantWallon","Wallonia",2,11,3,2,2,0,0
2021-10-19,"Brussels","Brussels",15,208,59,12,12,36,9
2021-10-19,"Hainaut","Wallonia",14,118,16,16,16,8,3
2021-10-19,"Limburg","Flanders",7,30,8,6,6,1,0
2021-10-19,"Liège","Wallonia",12,175,46,22,22,20,2
2021-10-19,"Luxembourg","Wallonia",3,25,10,3,3,6,0
2021-10-19,"Namur","Wallonia",6,30,9,0,0,8,0
2021-10-19,"OostVlaanderen","Flanders",14,77,19,6,6,11,5
2021-10-19,"VlaamsBrabant","Flanders",6,41,12,5,5,6,1
2021-10-19,"WestVlaanderen","Flanders",11,91,13,18,18,9,2
2021-10-20,"Antwerpen","Flanders",14,144,36,17,17,13,4
2021-10-20,"BrabantWallon","Wallonia",2,12,3,2,2,1,0
2021-10-20,"Brussels","Brussels",15,217,62,23,23,40,9
2021-10-20,"Hainaut","Wallonia",14,124,18,15,15,9,3
2021-10-20,"Limburg","Flanders",7,38,7,8,8,1,0
2021-10-20,"Liège","Wallonia",12,174,44,17,17,17,2
2021-10-20,"Luxembourg","Wallonia",3,23,10,1,1,6,0
2021-10-20,"Namur","Wallonia",6,33,10,4,4,8,0
2021-10-20,"OostVlaanderen","Flanders",14,92,23,24,24,12,6
2021-10-20,"VlaamsBrabant","Flanders",6,44,11,3,3,6,1
2021-10-20,"WestVlaanderen","Flanders",11,96,16,16,16,10,1
2021-10-21,"Antwerpen","Flanders",14,148,31,12,12,12,4
2021-10-21,"BrabantWallon","Wallonia",2,13,3,3,3,1,0
2021-10-21,"Brussels","Brussels",15,224,59,23,23,37,9
2021-10-21,"Hainaut","Wallonia",14,129,17,14,14,12,3
2021-10-21,"Limburg","Flanders",7,40,9,7,7,2,0
2021-10-21,"Liège","Wallonia",12,182,42,23,23,15,2
2021-10-21,"Luxembourg","Wallonia",3,25,10,2,2,7,0
2021-10-21,"Namur","Wallonia",6,29,10,2,2,8,0
2021-10-21,"OostVlaanderen","Flanders",14,98,25,6,6,13,6
2021-10-21,"VlaamsBrabant","Flanders",6,46,12,5,5,5,1
2021-10-21,"WestVlaanderen","Flanders",11,104,14,24,24,9,1
2021-10-22,"Antwerpen","Flanders",14,160,35,19,19,14,4
2021-10-22,"BrabantWallon","Wallonia",2,17,4,2,2,1,0
2021-10-22,"Brussels","Brussels",15,229,60,19,19,35,10
2021-10-22,"Hainaut","Wallonia",14,153,21,25,25,10,3
2021-10-22,"Limburg","Flanders",7,40,11,6,6,3,0
2021-10-22,"Liège","Wallonia",12,176,41,15,15,14,2
2021-10-22,"Luxembourg","Wallonia",3,29,10,3,3,7,0
2021-10-22,"Namur","Wallonia",6,32,12,2,2,9,0
2021-10-22,"OostVlaanderen","Flanders",14,111,25,6,6,11,3
2021-10-22,"VlaamsBrabant","Flanders",6,51,13,8,8,4,1
2021-10-22,"WestVlaanderen","Flanders",11,117,19,21,21,8,1
2021-10-23,"Antwerpen","Flanders",14,162,39,11,11,16,4
2021-10-23,"BrabantWallon","Wallonia",2,22,4,6,6,2,0
2021-10-23,"Brussels","Brussels",15,221,58,24,24,34,11
2021-10-23,"Hainaut","Wallonia",14,149,22,9,9,10,3
2021-10-23,"Limburg","Flanders",7,45,8,6,6,2,0
2021-10-23,"Liège","Wallonia",12,186,41,17,17,15,2
2021-10-23,"Luxembourg","Wallonia",3,31,9,5,5,6,0
2021-10-23,"Namur","Wallonia",6,33,12,4,4,8,0
2021-10-23,"OostVlaanderen","Flanders",14,103,25,11,11,11,3
2021-10-23,"VlaamsBrabant","Flanders",6,50,14,4,4,4,1
2021-10-23,"WestVlaanderen","Flanders",11,119,14,17,17,6,0
2021-10-24,"Antwerpen","Flanders",14,163,42,6,6,18,4
2021-10-24,"BrabantWallon","Wallonia",2,21,4,0,0,2,0
2021-10-24,"Brussels","Brussels",15,239,62,21,21,36,17
2021-10-24,"Hainaut","Wallonia",14,145,20,8,8,9,3
2021-10-24,"Limburg","Flanders",7,47,9,4,4,3,0
2021-10-24,"Liège","Wallonia",12,203,40,18,18,18,2
2021-10-24,"Luxembourg","Wallonia",3,34,11,4,4,6,0
2021-10-24,"Namur","Wallonia",6,35,12,6,6,7,0
2021-10-24,"OostVlaanderen","Flanders",14,113,26,7,7,10,2
2021-10-24,"VlaamsBrabant","Flanders",6,54,15,4,4,4,1
2021-10-24,"WestVlaanderen","Flanders",11,121,15,16,16,5,0
2021-10-25,"Antwerpen","Flanders",14,178,40,15,15,17,4
2021-10-25,"BrabantWallon","Wallonia",2,24,6,3,3,0,0
2021-10-25,"Brussels","Brussels",15,270,61,19,19,38,11
2021-10-25,"Hainaut","Wallonia",14,164,24,12,12,12,4
2021-10-25,"Limburg","Flanders",7,59,9,13,13,4,0
2021-10-25,"Liège","Wallonia",12,216,39,21,21,17,3
2021-10-25,"Luxembourg","Wallonia",3,32,11,8,8,5,0
2021-10-25,"Namur","Wallonia",6,40,13,3,3,8,0
2021-10-25,"OostVlaanderen","Flanders",14,125,29,11,11,11,2
2021-10-25,"VlaamsBrabant","Flanders",6,57,16,4,4,4,1
2021-10-25,"WestVlaanderen","Flanders",11,137,16,13,13,5,0
2021-10-26,"Antwerpen","Flanders",14,182,42,18,18,15,4
2021-10-26,"BrabantWallon","Wallonia",2,19,5,0,0,0,0
2021-10-26,"Brussels","Brussels",15,272,64,24,24,37,11
2021-10-26,"Hainaut","Wallonia",14,165,21,23,23,14,3
2021-10-26,"Limburg","Flanders",7,66,9,15,15,5,0
2021-10-26,"Liège","Wallonia",12,218,35,21,21,16,1
2021-10-26,"Luxembourg","Wallonia",3,31,10,6,6,6,0
2021-10-26,"Namur","Wallonia",6,36,12,3,3,7,0
2021-10-26,"OostVlaanderen","Flanders",14,133,28,21,21,12,2
2021-10-26,"VlaamsBrabant","Flanders",6,62,17,8,8,6,1
2021-10-26,"WestVlaanderen","Flanders",11,141,17,19,19,6,0
2021-10-27,"Antwerpen","Flanders",14,200,41,26,26,14,4
2021-10-27,"BrabantWallon","Wallonia",2,25,4,3,3,1,0
2021-10-27,"Brussels","Brussels",15,277,62,26,26,35,12
2021-10-27,"Hainaut","Wallonia",14,176,20,17,17,14,3
2021-10-27,"Limburg","Flanders",7,71,11,9,9,5,0
2021-10-27,"Liège","Wallonia",12,231,37,26,26,16,1
2021-10-27,"Luxembourg","Wallonia",3,29,10,4,4,2,0
2021-10-27,"Namur","Wallonia",6,32,10,3,3,5,0
2021-10-27,"OostVlaanderen","Flanders",14,129,24,15,15,12,1
2021-10-27,"VlaamsBrabant","Flanders",6,63,18,4,4,7,1
2021-10-27,"WestVlaanderen","Flanders",11,159,19,25,25,4,0
2021-10-28,"Antwerpen","Flanders",14,201,40,19,19,18,3
2021-10-28,"BrabantWallon","Wallonia",2,23,7,3,3,1,0
2021-10-28,"Brussels","Brussels",15,282,60,14,14,32,10
2021-10-28,"Hainaut","Wallonia",14,190,21,23,23,14,3
2021-10-28,"Limburg","Flanders",7,66,12,6,6,4,0
2021-10-28,"Liège","Wallonia",12,234,40,26,26,19,1
2021-10-28,"Luxembourg","Wallonia",3,26,8,2,2,3,0
2021-10-28,"Namur","Wallonia",6,41,9,6,6,5,0
2021-10-28,"OostVlaanderen","Flanders",14,130,24,11,11,10,1
2021-10-28,"VlaamsBrabant","Flanders",6,69,16,10,10,7,1
2021-10-28,"WestVlaanderen","Flanders",11,173,20,30,30,5,0
2021-10-29,"Antwerpen","Flanders",14,208,41,20,20,20,3
2021-10-29,"BrabantWallon","Wallonia",2,22,5,4,4,2,0
2021-10-29,"Brussels","Brussels",15,300,63,30,30,31,10
2021-10-29,"Hainaut","Wallonia",14,218,29,21,21,12,3
2021-10-29,"Limburg","Flanders",7,71,12,11,11,4,0
2021-10-29,"Liège","Wallonia",12,244,40,30,30,17,1
2021-10-29,"Luxembourg","Wallonia",3,32,9,3,3,4,0
2021-10-29,"Namur","Wallonia",6,47,10,6,6,4,1
2021-10-29,"OostVlaanderen","Flanders",14,154,31,20,20,10,1
2021-10-29,"VlaamsBrabant","Flanders",6,62,15,5,5,7,1
2021-10-29,"WestVlaanderen","Flanders",11,186,22,35,35,6,0
2021-10-30,"Antwerpen","Flanders",14,219,44,24,24,20,2
2021-10-30,"BrabantWallon","Wallonia",2,21,5,0,0,3,0
2021-10-30,"Brussels","Brussels",15,295,64,24,24,37,11
2021-10-30,"Hainaut","Wallonia",14,205,34,18,18,14,3
2021-10-30,"Limburg","Flanders",7,77,17,12,12,7,1
2021-10-30,"Liège","Wallonia",12,247,40,38,38,16,1
2021-10-30,"Luxembourg","Wallonia",3,29,8,5,5,2,0
2021-10-30,"Namur","Wallonia",6,50,12,9,9,4,1
2021-10-30,"OostVlaanderen","Flanders",14,165,31,24,24,11,2
2021-10-30,"VlaamsBrabant","Flanders",6,68,18,9,9,7,1
2021-10-30,"WestVlaanderen","Flanders",11,188,25,24,24,6,0
2021-10-31,"Antwerpen","Flanders",14,222,46,16,16,20,2
2021-10-31,"BrabantWallon","Wallonia",2,23,4,2,2,3,0
2021-10-31,"Brussels","Brussels",15,291,63,9,9,37,11
2021-10-31,"Hainaut","Wallonia",14,216,34,14,14,17,3
2021-10-31,"Limburg","Flanders",7,82,19,9,9,7,1
2021-10-31,"Liège","Wallonia",12,270,37,23,23,15,0
2021-10-31,"Luxembourg","Wallonia",3,30,9,3,3,2,0
2021-10-31,"Namur","Wallonia",6,56,15,7,7,5,1
2021-10-31,"OostVlaanderen","Flanders",14,160,30,5,5,11,2
2021-10-31,"VlaamsBrabant","Flanders",6,67,21,1,1,8,2
2021-10-31,"WestVlaanderen","Flanders",11,209,27,23,23,5,0
2021-11-01,"Antwerpen","Flanders",14,229,44,20,20,21,2
2021-11-01,"BrabantWallon","Wallonia",2,22,4,1,1,3,0
2021-11-01,"Brussels","Brussels",15,296,63,14,14,39,12
2021-11-01,"Hainaut","Wallonia",14,224,36,15,15,17,3
2021-11-01,"Limburg","Flanders",7,93,22,13,13,8,1
2021-11-01,"Liège","Wallonia",12,279,43,11,11,17,0
2021-11-01,"Luxembourg","Wallonia",3,32,9,2,2,2,0
2021-11-01,"Namur","Wallonia",6,61,16,5,5,5,1
2021-11-01,"OostVlaanderen","Flanders",14,169,33,11,11,11,2
2021-11-01,"VlaamsBrabant","Flanders",6,71,23,8,8,11,1
2021-11-01,"WestVlaanderen","Flanders",11,222,31,25,25,9,0
2021-11-02,"Antwerpen","Flanders",14,244,43,22,22,21,2
2021-11-02,"BrabantWallon","Wallonia",2,26,4,4,4,3,0
2021-11-02,"Brussels","Brussels",15,301,62,25,25,39,11
2021-11-02,"Hainaut","Wallonia",14,231,38,17,17,18,4
2021-11-02,"Limburg","Flanders",7,92,23,9,9,9,1
2021-11-02,"Liège","Wallonia",12,301,47,32,32,17,0
2021-11-02,"Luxembourg","Wallonia",3,35,10,6,6,3,0
2021-11-02,"Namur","Wallonia",6,64,15,2,2,9,1
2021-11-02,"OostVlaanderen","Flanders",14,183,36,12,12,12,2
2021-11-02,"VlaamsBrabant","Flanders",6,83,24,12,12,13,2
2021-11-02,"WestVlaanderen","Flanders",11,243,35,27,27,10,0
2021-11-03,"Antwerpen","Flanders",14,256,49,31,31,23,2
2021-11-03,"BrabantWallon","Wallonia",2,26,5,3,3,3,0
2021-11-03,"Brussels","Brussels",15,307,60,32,32,38,12
2021-11-03,"Hainaut","Wallonia",14,231,34,25,25,18,4
2021-11-03,"Limburg","Flanders",7,96,25,13,13,10,1
2021-11-03,"Liège","Wallonia",12,296,44,29,29,18,0
2021-11-03,"Luxembourg","Wallonia",3,35,11,4,4,3,0
2021-11-03,"Namur","Wallonia",6,70,16,10,10,12,1
2021-11-03,"OostVlaanderen","Flanders",14,190,39,30,30,15,2
2021-11-03,"VlaamsBrabant","Flanders",6,87,26,6,6,12,2
2021-11-03,"WestVlaanderen","Flanders",11,272,34,54,54,11,0
2021-11-04,"Antwerpen","Flanders",14,257,51,32,32,24,2
2021-11-04,"BrabantWallon","Wallonia",2,21,5,2,2,3,0
2021-11-04,"Brussels","Brussels",15,312,60,22,22,37,11
2021-11-04,"Hainaut","Wallonia",14,238,35,33,33,19,4
2021-11-04,"Limburg","Flanders",7,94,27,10,10,13,1
2021-11-04,"Liège","Wallonia",12,303,47,27,27,17,0
2021-11-04,"Luxembourg","Wallonia",3,37,12,4,4,3,0
2021-11-04,"Namur","Wallonia",6,73,18,7,7,12,1
2021-11-04,"OostVlaanderen","Flanders",14,203,41,20,20,18,2
2021-11-04,"VlaamsBrabant","Flanders",6,89,25,11,11,13,2
2021-11-04,"WestVlaanderen","Flanders",11,282,42,33,33,12,0
2021-11-05,"Antwerpen","Flanders",14,265,59,32,32,29,2
2021-11-05,"BrabantWallon","Wallonia",2,27,7,6,6,3,0
2021-11-05,"Brussels","Brussels",15,309,58,20,20,37,10
2021-11-05,"Hainaut","Wallonia",14,222,37,10,10,25,4
2021-11-05,"Limburg","Flanders",7,97,29,9,9,13,1
2021-11-05,"Liège","Wallonia",12,303,54,29,29,18,0
2021-11-05,"Luxembourg","Wallonia",3,38,11,4,4,4,0
2021-11-05,"Namur","Wallonia",6,73,18,3,3,11,2
2021-11-05,"OostVlaanderen","Flanders",14,199,40,15,15,19,2
2021-11-05,"VlaamsBrabant","Flanders",6,104,25,11,11,12,2
2021-11-05,"WestVlaanderen","Flanders",11,302,46,40,40,13,0
2021-11-06,"Antwerpen","Flanders",14,266,59,30,30,32,3
2021-11-06,"BrabantWallon","Wallonia",2,23,8,1,1,3,0
2021-11-06,"Brussels","Brussels",15,316,56,32,32,38,9
2021-11-06,"Hainaut","Wallonia",14,212,37,20,20,27,4
2021-11-06,"Limburg","Flanders",7,101,29,12,12,13,1
2021-11-06,"Liège","Wallonia",12,286,54,24,24,19,0
2021-11-06,"Luxembourg","Wallonia",3,33,8,2,2,2,0
2021-11-06,"Namur","Wallonia",6,69,19,3,3,11,2
2021-11-06,"OostVlaanderen","Flanders",14,183,41,20,20,17,3
2021-11-06,"VlaamsBrabant","Flanders",6,97,20,7,7,12,2
2021-11-06,"WestVlaanderen","Flanders",11,296,48,27,27,12,3
2021-11-07,"Antwerpen","Flanders",14,279,60,23,23,36,3
2021-11-07,"BrabantWallon","Wallonia",2,23,8,2,2,3,0
2021-11-07,"Brussels","Brussels",15,323,64,20,20,37,8
2021-11-07,"Hainaut","Wallonia",14,216,39,15,15,28,4
2021-11-07,"Limburg","Flanders",7,117,29,21,21,14,1
2021-11-07,"Liège","Wallonia",12,294,54,17,17,22,0
2021-11-07,"Luxembourg","Wallonia",3,35,8,3,3,2,0
2021-11-07,"Namur","Wallonia",6,70,19,4,4,11,2
2021-11-07,"OostVlaanderen","Flanders",14,187,42,15,15,18,3
2021-11-07,"VlaamsBrabant","Flanders",6,98,20,9,9,12,2
2021-11-07,"WestVlaanderen","Flanders",11,313,48,25,25,13,0
2021-11-08,"Antwerpen","Flanders",14,291,64,27,27,33,3
2021-11-08,"BrabantWallon","Wallonia",2,25,8,2,2,3,0
2021-11-08,"Brussels","Brussels",15,332,65,20,20,39,9
2021-11-08,"Hainaut","Wallonia",14,228,47,23,23,32,4
2021-11-08,"Limburg","Flanders",7,125,29,11,11,17,1
2021-11-08,"Liège","Wallonia",12,309,58,24,24,25,0
2021-11-08,"Luxembourg","Wallonia",3,39,8,4,4,2,0
2021-11-08,"Namur","Wallonia",6,75,21,3,3,12,2
2021-11-08,"OostVlaanderen","Flanders",14,208,45,21,21,20,3
2021-11-08,"VlaamsBrabant","Flanders",6,112,22,15,15,14,2
2021-11-08,"WestVlaanderen","Flanders",11,334,51,25,25,15,0
2021-11-09,"Antwerpen","Flanders",14,316,68,48,48,34,3
2021-11-09,"BrabantWallon","Wallonia",2,27,8,5,5,4,0
2021-11-09,"Brussels","Brussels",15,326,63,27,27,41,9
2021-11-09,"Hainaut","Wallonia",14,223,46,22,22,31,4
2021-11-09,"Limburg","Flanders",7,124,29,13,13,18,2
2021-11-09,"Liège","Wallonia",12,316,61,41,41,25,0
2021-11-09,"Luxembourg","Wallonia",3,43,7,8,8,2,0
2021-11-09,"Namur","Wallonia",6,73,21,6,6,13,2
2021-11-09,"OostVlaanderen","Flanders",14,224,46,28,28,19,4
2021-11-09,"VlaamsBrabant","Flanders",6,119,26,17,17,14,2
2021-11-09,"WestVlaanderen","Flanders",11,361,59,45,45,15,0
2021-11-10,"Antwerpen","Flanders",14,329,73,46,46,37,3
2021-11-10,"BrabantWallon","Wallonia",2,28,7,1,1,4,0
2021-11-10,"Brussels","Brussels",15,329,63,33,33,39,9
2021-11-10,"Hainaut","Wallonia",14,252,48,39,39,32,4
2021-11-10,"Limburg","Flanders",7,136,32,22,22,19,2
2021-11-10,"Liège","Wallonia",12,329,63,41,41,33,0
2021-11-10,"Luxembourg","Wallonia",3,43,8,3,3,3,0
2021-11-10,"Namur","Wallonia",6,89,22,10,10,15,2
2021-11-10,"OostVlaanderen","Flanders",14,242,48,33,33,17,3
2021-11-10,"VlaamsBrabant","Flanders",6,121,28,14,14,16,2
2021-11-10,"WestVlaanderen","Flanders",11,381,59,49,49,19,0
2021-11-11,"Antwerpen","Flanders",14,333,77,25,25,38,3
2021-11-11,"BrabantWallon","Wallonia",2,30,7,3,3,5,0
2021-11-11,"Brussels","Brussels",15,328,65,23,23,39,8
2021-11-11,"Hainaut","Wallonia",14,263,53,28,28,36,5
2021-11-11,"Limburg","Flanders",7,129,35,16,16,20,2
2021-11-11,"Liège","Wallonia",12,332,65,32,32,33,0
2021-11-11,"Luxembourg","Wallonia",3,50,7,11,11,3,0
2021-11-11,"Namur","Wallonia",6,95,22,8,8,14,2
2021-11-11,"OostVlaanderen","Flanders",14,244,52,23,23,18,4
2021-11-11,"VlaamsBrabant","Flanders",6,126,29,13,13,19,2
2021-11-11,"WestVlaanderen","Flanders",11,378,59,45,45,22,3
2021-11-12,"Antwerpen","Flanders",14,337,77,22,22,37,4
2021-11-12,"BrabantWallon","Wallonia",2,36,7,5,5,5,0
2021-11-12,"Brussels","Brussels",15,334,67,15,15,38,8
2021-11-12,"Hainaut","Wallonia",14,268,54,12,12,33,6
2021-11-12,"Limburg","Flanders",7,140,39,20,20,21,2
2021-11-12,"Liège","Wallonia",12,364,65,39,39,36,0
2021-11-12,"Luxembourg","Wallonia",3,51,7,2,2,3,0
2021-11-12,"Namur","Wallonia",6,92,22,4,4,14,2
2021-11-12,"OostVlaanderen","Flanders",14,261,60,19,19,24,4
2021-11-12,"VlaamsBrabant","Flanders",6,136,31,13,13,18,2
2021-11-12,"WestVlaanderen","Flanders",11,388,58,26,26,21,1
2021-11-13,"Antwerpen","Flanders",14,332,81,33,33,38,4
2021-11-13,"BrabantWallon","Wallonia",2,36,7,4,4,5,0
2021-11-13,"Brussels","Brussels",15,326,63,24,24,37,9
2021-11-13,"Hainaut","Wallonia",14,283,54,46,46,29,6
2021-11-13,"Limburg","Flanders",7,137,40,28,28,19,2
2021-11-13,"Liège","Wallonia",12,356,61,32,32,32,1
2021-11-13,"Luxembourg","Wallonia",3,48,8,5,5,4,0
2021-11-13,"Namur","Wallonia",6,93,25,11,11,16,2
2021-11-13,"OostVlaanderen","Flanders",14,247,60,21,21,26,4
2021-11-13,"VlaamsBrabant","Flanders",6,146,32,21,21,16,2
2021-11-13,"WestVlaanderen","Flanders",11,403,58,58,58,21,0
2021-11-14,"Antwerpen","Flanders",14,340,82,35,35,39,4
2021-11-14,"BrabantWallon","Wallonia",2,38,7,3,3,5,0
2021-11-14,"Brussels","Brussels",15,338,62,21,21,39,11
2021-11-14,"Hainaut","Wallonia",14,304,59,27,27,36,4
2021-11-14,"Limburg","Flanders",7,149,41,21,21,18,2
2021-11-14,"Liège","Wallonia",12,357,62,25,25,33,1
2021-11-14,"Luxembourg","Wallonia",3,49,8,5,5,2,0
2021-11-14,"Namur","Wallonia",6,96,25,6,6,17,2
2021-11-14,"OostVlaanderen","Flanders",14,269,66,28,28,24,4
2021-11-14,"VlaamsBrabant","Flanders",6,142,32,8,8,19,2
2021-11-14,"WestVlaanderen","Flanders",11,414,63,30,30,22,0
2021-11-15,"Antwerpen","Flanders",14,356,85,33,33,43,4
2021-11-15,"BrabantWallon","Wallonia",2,33,4,1,1,3,0
2021-11-15,"Brussels","Brussels",15,372,73,23,23,43,11
2021-11-15,"Hainaut","Wallonia",14,334,66,26,26,41,5
2021-11-15,"Limburg","Flanders",7,161,44,18,18,22,2
2021-11-15,"Liège","Wallonia",12,380,68,28,28,33,1
2021-11-15,"Luxembourg","Wallonia",3,58,10,9,9,3,0
2021-11-15,"Namur","Wallonia",6,99,24,6,6,16,2
2021-11-15,"OostVlaanderen","Flanders",14,299,71,28,28,31,4
2021-11-15,"VlaamsBrabant","Flanders",6,143,28,9,9,15,3
2021-11-15,"WestVlaanderen","Flanders",11,432,67,28,28,24,0
2021-11-16,"Antwerpen","Flanders",14,366,87,52,52,45,5
2021-11-16,"BrabantWallon","Wallonia",2,28,7,4,4,3,0
2021-11-16,"Brussels","Brussels",15,376,75,40,40,45,11
2021-11-16,"Hainaut","Wallonia",14,350,70,37,37,52,8
2021-11-16,"Limburg","Flanders",7,168,48,25,25,23,2
2021-11-16,"Liège","Wallonia",12,383,70,34,34,33,1
2021-11-16,"Luxembourg","Wallonia",3,57,11,11,11,3,0
2021-11-16,"Namur","Wallonia",6,100,21,4,4,14,4
2021-11-16,"OostVlaanderen","Flanders",14,314,68,26,26,31,4
2021-11-16,"VlaamsBrabant","Flanders",6,149,32,15,15,17,3
2021-11-16,"WestVlaanderen","Flanders",11,418,68,40,40,26,0
2021-11-17,"Antwerpen","Flanders",14,390,86,40,40,43,5
2021-11-17,"BrabantWallon","Wallonia",2,33,8,6,6,3,0
2021-11-17,"Brussels","Brussels",15,391,73,25,25,45,12
2021-11-17,"Hainaut","Wallonia",14,357,72,34,34,51,7
2021-11-17,"Limburg","Flanders",7,175,51,22,22,24,2
2021-11-17,"Liège","Wallonia",12,407,78,53,53,40,1
2021-11-17,"Luxembourg","Wallonia",3,60,12,6,6,3,0
2021-11-17,"Namur","Wallonia",6,106,24,20,20,15,4
2021-11-17,"OostVlaanderen","Flanders",14,347,66,50,50,30,4
2021-11-17,"VlaamsBrabant","Flanders",6,148,34,13,13,17,3
2021-11-17,"WestVlaanderen","Flanders",11,425,64,49,49,26,0
2021-11-18,"Antwerpen","Flanders",14,412,82,43,43,43,4
2021-11-18,"BrabantWallon","Wallonia",2,34,8,6,6,3,0
2021-11-18,"Brussels","Brussels",15,392,77,33,33,46,11
2021-11-18,"Hainaut","Wallonia",14,375,72,35,35,53,8
