"DATE","REGION","AGEGROUP","SEX","BRAND","DOSE","COUNT"
2021-01-21,"Ostbelgien","55-64","M","Pfizer-BioNTech","A",6
2021-01-21,"Ostbelgien","65-74","F","Moderna","A",1
2021-01-21,"Ostbelgien","65-74","F","Pfizer-BioNTech","A",3
2021-01-21,"Ostbelgien","65-74","M","Moderna","A",6
2021-01-21,"Ostbelgien","65-74","M","Pfizer-BioNTech","A",3
2021-01-21,"Ostbelgien","75-84","F","Pfizer-BioNTech","A",5
2021-01-21,"Ostbelgien","75-84","M","Pfizer-BioNTech","A",1
2021-01-21,"Ostbelgien","85+","F","Pfizer-BioNTech","A",5
2021-01-21,"Ostbelgien","85+","M","Pfizer-BioNTech","A",2
2021-01-21,"Wallonia","0-17","F","Pfizer-BioNTech","A",2
2021-01-21,"Wallonia","0-17","M","Moderna","A",1
2021-01-21,"Wallonia","0-17","M","Pfizer-BioNTech","A",4
2021-01-21,"Wallonia","18-34","F","Moderna","A",65
2021-01-21,"Wallonia","18-34","F","Pfizer-BioNTech","A",979
2021-01-21,"Wallonia","18-34","M","Moderna","A",30
2021-01-21,"Wallonia","18-34","M","Pfizer-BioNTech","A",380
2021-01-21,"Wallonia","18-34","M","Pfizer-BioNTech","B",1
2021-01-21,"Wallonia","35-44","F","Moderna","A",88
2021-01-21,"Wallonia","35-44","F","Pfizer-BioNTech","A",993
2021-01-21,"Wallonia","35-44","M","Moderna","A",16
2021-01-21,"Wallonia","35-44","M","Pfizer-BioNTech","A",301
2021-01-21,"Wallonia","45-54","F","Moderna","A",68
2021-01-21,"Wallonia","45-54","F","Pfizer-BioNTech","A",1080
2021-01-21,"Wallonia","45-54","F","Pfizer-BioNTech","B",1
2021-01-21,"Wallonia","45-54","M","Moderna","A",22
2021-01-21,"Wallonia","45-54","M","Pfizer-BioNTech","A",344
2021-01-21,"Wallonia","55-64","F","Moderna","A",45
2021-01-21,"Wallonia","55-64","F","Pfizer-BioNTech","A",786
2021-01-21,"Wallonia","55-64","F","Pfizer-BioNTech","B",1
2021-01-21,"Wallonia","55-64","M","Moderna","A",21
2021-01-21,"Wallonia","55-64","M","Pfizer-BioNTech","A",344
2021-01-21,"Wallonia","65-74","F","Moderna","A",1
2021-01-21,"Wallonia","65-74","F","Pfizer-BioNTech","A",374
2021-01-21,"Wallonia","65-74","M","Moderna","A",7
2021-01-21,"Wallonia","65-74","M","Pfizer-BioNTech","A",324
2021-01-21,"Wallonia","75-84","F","Pfizer-BioNTech","A",627
2021-01-21,"Wallonia","75-84","M","Pfizer-BioNTech","A",227
2021-01-21,"Wallonia","75-84","M","Pfizer-BioNTech","B",1
2021-01-21,"Wallonia","85+","F","Pfizer-BioNTech","A",1360
2021-01-21,"Wallonia","85+","M","Pfizer-BioNTech","A",279
2021-01-22,"Brussels","0-17","F","Pfizer-BioNTech","A",2
2021-01-22,"Brussels","0-17","M","Pfizer-BioNTech","A",1
2021-01-22,"Brussels","18-34","F","Moderna","A",29
2021-01-22,"Brussels","18-34","F","Pfizer-BioNTech","A",141
2021-01-22,"Brussels","18-34","F","Pfizer-BioNTech","B",1
2021-01-22,"Brussels","18-34","M","Moderna","A",24
2021-01-22,"Brussels","18-34","M","Pfizer-BioNTech","A",78
2021-01-22,"Brussels","35-44","F","Moderna","A",28
2021-01-22,"Brussels","35-44","F","Pfizer-BioNTech","A",70
2021-01-22,"Brussels","35-44","M","Moderna","A",12
2021-01-22,"Brussels","35-44","M","Pfizer-BioNTech","A",51
2021-01-22,"Brussels","45-54","F","Moderna","A",35
2021-01-22,"Brussels","45-54","F","Pfizer-BioNTech","A",61
2021-01-22,"Brussels","45-54","M","Moderna","A",21
2021-01-22,"Brussels","45-54","M","Pfizer-BioNTech","A",31
2021-01-22,"Brussels","55-64","F","Moderna","A",33
2021-01-22,"Brussels","55-64","F","Pfizer-BioNTech","A",62
2021-01-22,"Brussels","55-64","M","Moderna","A",14
2021-01-22,"Brussels","55-64","M","Pfizer-BioNTech","A",32
2021-01-22,"Brussels","65-74","F","Moderna","A",3
2021-01-22,"Brussels","65-74","F","Pfizer-BioNTech","A",24
2021-01-22,"Brussels","65-74","F","Pfizer-BioNTech","B",1
2021-01-22,"Brussels","65-74","M","Moderna","A",7
2021-01-22,"Brussels","65-74","M","Pfizer-BioNTech","A",22
2021-01-22,"Brussels","75-84","F","Pfizer-BioNTech","A",36
2021-01-22,"Brussels","75-84","M","Moderna","A",1
2021-01-22,"Brussels","75-84","M","Pfizer-BioNTech","A",7
2021-01-22,"Brussels","85+","F","Pfizer-BioNTech","A",84
2021-01-22,"Brussels","85+","M","Pfizer-BioNTech","A",15
2021-01-22,"Flanders","0-17","F","Pfizer-BioNTech","A",182
2021-01-22,"Flanders","0-17","M","Pfizer-BioNTech","A",57
2021-01-22,"Flanders","18-34","F","Moderna","A",191
2021-01-22,"Flanders","18-34","F","Pfizer-BioNTech","A",3782
2021-01-22,"Flanders","18-34","F","Pfizer-BioNTech","B",3
2021-01-22,"Flanders","18-34","M","Johnson&Johnson","C",7
2021-01-22,"Flanders","18-34","M","Moderna","A",94
2021-01-22,"Flanders","18-34","M","Pfizer-BioNTech","A",954
2021-01-22,"Flanders","18-34","M","Pfizer-BioNTech","B",2
2021-01-22,"Flanders","35-44","F","Johnson&Johnson","C",5
2021-01-22,"Flanders","35-44","F","Moderna","A",116
2021-01-22,"Flanders","35-44","F","Pfizer-BioNTech","A",2599
2021-01-22,"Flanders","35-44","F","Pfizer-BioNTech","B",6
2021-01-22,"Flanders","35-44","M","Johnson&Johnson","C",1
2021-01-22,"Flanders","35-44","M","Moderna","A",41
2021-01-22,"Flanders","35-44","M","Pfizer-BioNTech","A",604
2021-01-22,"Flanders","35-44","M","Pfizer-BioNTech","B",3
2021-01-22,"Flanders","45-54","F","Johnson&Johnson","C",3
2021-01-22,"Flanders","45-54","F","Moderna","A",116
2021-01-22,"Flanders","45-54","F","Pfizer-BioNTech","A",2913
2021-01-22,"Flanders","45-54","F","Pfizer-BioNTech","B",6
2021-01-22,"Flanders","45-54","M","Johnson&Johnson","C",1
2021-01-22,"Flanders","45-54","M","Moderna","A",50
2021-01-22,"Flanders","45-54","M","Pfizer-BioNTech","A",735
2021-01-22,"Flanders","45-54","M","Pfizer-BioNTech","B",1
2021-01-22,"Flanders","55-64","F","Johnson&Johnson","C",3
2021-01-22,"Flanders","55-64","F","Moderna","A",84
2021-01-22,"Flanders","55-64","F","Pfizer-BioNTech","A",2827
2021-01-22,"Flanders","55-64","F","Pfizer-BioNTech","B",9
2021-01-22,"Flanders","55-64","M","Johnson&Johnson","C",6
2021-01-22,"Flanders","55-64","M","Moderna","A",42
2021-01-22,"Flanders","55-64","M","Pfizer-BioNTech","A",1018
2021-01-22,"Flanders","55-64","M","Pfizer-BioNTech","B",1
2021-01-22,"Flanders","65-74","F","Pfizer-BioNTech","A",975
2021-01-22,"Flanders","65-74","M","Moderna","A",8
2021-01-22,"Flanders","65-74","M","Pfizer-BioNTech","A",752
2021-01-22,"Flanders","75-84","F","Pfizer-BioNTech","A",1083
2021-01-22,"Flanders","75-84","M","Johnson&Johnson","C",2
2021-01-22,"Flanders","75-84","M","Pfizer-BioNTech","A",540
2021-01-22,"Flanders","85+","F","Pfizer-BioNTech","A",1963
2021-01-22,"Flanders","85+","M","Johnson&Johnson","C",1
2021-01-22,"Flanders","85+","M","Pfizer-BioNTech","A",626
2021-01-22,"Flanders","85+","M","Pfizer-BioNTech","B",1
2021-01-22,NA,"18-34","F","Moderna","A",2
2021-01-22,NA,"18-34","F","Pfizer-BioNTech","A",46
2021-01-22,NA,"18-34","M","Moderna","A",2
2021-01-22,NA,"18-34","M","Pfizer-BioNTech","A",15
2021-01-22,NA,"35-44","F","Pfizer-BioNTech","A",27
2021-01-22,NA,"35-44","M","Moderna","A",1
2021-01-22,NA,"35-44","M","Pfizer-BioNTech","A",7
2021-01-22,NA,"45-54","F","Moderna","A",1
2021-01-22,NA,"45-54","F","Pfizer-BioNTech","A",25
2021-01-22,NA,"45-54","M","Moderna","A",1
2021-01-22,NA,"45-54","M","Pfizer-BioNTech","A",6
2021-01-22,NA,"55-64","F","Pfizer-BioNTech","A",10
2021-01-22,NA,"55-64","M","Johnson&Johnson","C",1
2021-01-22,NA,"55-64","M","Pfizer-BioNTech","A",4
2021-01-22,NA,"65-74","F","Pfizer-BioNTech","A",1
2021-01-22,NA,"65-74","M","Moderna","A",1
2021-01-22,NA,"65-74","M","Pfizer-BioNTech","A",2
2021-01-22,NA,"75-84","F","Pfizer-BioNTech","A",4
2021-01-22,NA,"75-84","M","Pfizer-BioNTech","A",1
2021-01-22,NA,"85+","F","Pfizer-BioNTech","A",11
2021-01-22,NA,"85+","M","Pfizer-BioNTech","A",1
2021-01-22,"Ostbelgien","18-34","F","Pfizer-BioNTech","A",15
2021-01-22,"Ostbelgien","18-34","M","Pfizer-BioNTech","A",2
2021-01-22,"Ostbelgien","35-44","F","Pfizer-BioNTech","A",9
2021-01-22,"Ostbelgien","35-44","M","Pfizer-BioNTech","A",2
2021-01-22,"Ostbelgien","45-54","F","Pfizer-BioNTech","A",14
2021-01-22,"Ostbelgien","45-54","M","Pfizer-BioNTech","A",2
2021-01-22,"Ostbelgien","55-64","F","Pfizer-BioNTech","A",12
2021-01-22,"Ostbelgien","55-64","M","Pfizer-BioNTech","A",5
2021-01-22,"Ostbelgien","65-74","F","Pfizer-BioNTech","A",6
2021-01-22,"Ostbelgien","65-74","M","Pfizer-BioNTech","A",5
2021-01-22,"Ostbelgien","75-84","F","Pfizer-BioNTech","A",9
2021-01-22,"Ostbelgien","75-84","M","Pfizer-BioNTech","A",3
2021-01-22,"Ostbelgien","85+","F","Pfizer-BioNTech","A",12
2021-01-22,"Ostbelgien","85+","M","Pfizer-BioNTech","A",4
2021-01-22,"Wallonia","0-17","F","Pfizer-BioNTech","A",6
2021-01-22,"Wallonia","0-17","M","Pfizer-BioNTech","A",4
2021-01-22,"Wallonia","18-34","F","Moderna","A",75
2021-01-22,"Wallonia","18-34","F","Pfizer-BioNTech","A",693
2021-01-22,"Wallonia","18-34","F","Pfizer-BioNTech","B",1
2021-01-22,"Wallonia","18-34","M","Johnson&Johnson","C",1
2021-01-22,"Wallonia","18-34","M","Moderna","A",35
2021-01-22,"Wallonia","18-34","M","Pfizer-BioNTech","A",286
2021-01-22,"Wallonia","18-34","M","Pfizer-BioNTech","B",1
2021-01-22,"Wallonia","35-44","F","Moderna","A",79
2021-01-22,"Wallonia","35-44","F","Pfizer-BioNTech","A",664
2021-01-22,"Wallonia","35-44","F","Pfizer-BioNTech","B",4
2021-01-22,"Wallonia","35-44","M","Johnson&Johnson","C",1
2021-01-22,"Wallonia","35-44","M","Moderna","A",18
2021-01-22,"Wallonia","35-44","M","Pfizer-BioNTech","A",221
2021-01-22,"Wallonia","35-44","M","Pfizer-BioNTech","B",1
2021-01-22,"Wallonia","45-54","F","Johnson&Johnson","C",1
2021-01-22,"Wallonia","45-54","F","Moderna","A",65
2021-01-22,"Wallonia","45-54","F","Pfizer-BioNTech","A",741
2021-01-22,"Wallonia","45-54","F","Pfizer-BioNTech","B",7
2021-01-22,"Wallonia","45-54","M","Johnson&Johnson","C",1
2021-01-22,"Wallonia","45-54","M","Moderna","A",33
2021-01-22,"Wallonia","45-54","M","Pfizer-BioNTech","A",238
2021-01-22,"Wallonia","45-54","M","Pfizer-BioNTech","B",1
2021-01-22,"Wallonia","55-64","F","Moderna","A",58
2021-01-22,"Wallonia","55-64","F","Pfizer-BioNTech","A",589
2021-01-22,"Wallonia","55-64","F","Pfizer-BioNTech","B",3
2021-01-22,"Wallonia","55-64","M","Moderna","A",18
2021-01-22,"Wallonia","55-64","M","Pfizer-BioNTech","A",297
2021-01-22,"Wallonia","55-64","M","Pfizer-BioNTech","B",1
2021-01-22,"Wallonia","65-74","F","Moderna","A",2
2021-01-22,"Wallonia","65-74","F","Pfizer-BioNTech","A",224
2021-01-22,"Wallonia","65-74","M","Moderna","A",5
2021-01-22,"Wallonia","65-74","M","Pfizer-BioNTech","A",195
2021-01-22,"Wallonia","75-84","F","Pfizer-BioNTech","A",404
2021-01-22,"Wallonia","75-84","M","Moderna","A",1
2021-01-22,"Wallonia","75-84","M","Pfizer-BioNTech","A",161
2021-01-22,"Wallonia","85+","F","Pfizer-BioNTech","A",997
2021-01-22,"Wallonia","85+","M","Pfizer-BioNTech","A",221
2021-01-23,"Brussels","18-34","F","Moderna","A",14
2021-01-23,"Brussels","18-34","F","Pfizer-BioNTech","A",10
2021-01-23,"Brussels","18-34","M","Johnson&Johnson","C",1
2021-01-23,"Brussels","18-34","M","Moderna","A",6
2021-01-23,"Brussels","18-34","M","Pfizer-BioNTech","A",6
2021-01-23,"Brussels","35-44","F","Moderna","A",18
2021-01-23,"Brussels","35-44","F","Pfizer-BioNTech","A",2
2021-01-23,"Brussels","35-44","M","Moderna","A",9
2021-01-23,"Brussels","35-44","M","Pfizer-BioNTech","A",6
2021-01-23,"Brussels","45-54","F","Moderna","A",16
2021-01-23,"Brussels","45-54","F","Pfizer-BioNTech","A",2
2021-01-23,"Brussels","45-54","M","Moderna","A",7
2021-01-23,"Brussels","45-54","M","Pfizer-BioNTech","A",8
2021-01-23,"Brussels","55-64","F","Moderna","A",14
2021-01-23,"Brussels","55-64","F","Pfizer-BioNTech","A",4
2021-01-23,"Brussels","55-64","M","Moderna","A",9
2021-01-23,"Brussels","55-64","M","Pfizer-BioNTech","A",3
2021-01-23,"Brussels","65-74","F","Moderna","A",1
2021-01-23,"Brussels","65-74","F","Pfizer-BioNTech","A",1
2021-01-23,"Brussels","65-74","M","Moderna","A",1
2021-01-23,"Brussels","65-74","M","Pfizer-BioNTech","A",2
2021-01-23,"Brussels","75-84","F","Pfizer-BioNTech","A",2
2021-01-23,"Brussels","75-84","M","Pfizer-BioNTech","A",1
2021-01-23,"Brussels","85+","F","Pfizer-BioNTech","A",8
2021-01-23,"Brussels","85+","M","Pfizer-BioNTech","A",1
2021-01-23,"Flanders","0-17","F","Pfizer-BioNTech","A",106
2021-01-23,"Flanders","0-17","M","Pfizer-BioNTech","A",16
2021-01-23,"Flanders","18-34","F","Johnson&Johnson","C",1
2021-01-23,"Flanders","18-34","F","Moderna","A",3
2021-01-23,"Flanders","18-34","F","Pfizer-BioNTech","A",1550
2021-01-23,"Flanders","18-34","F","Pfizer-BioNTech","B",1
2021-01-23,"Flanders","18-34","M","Moderna","A",1
2021-01-23,"Flanders","18-34","M","Pfizer-BioNTech","A",391
2021-01-23,"Flanders","35-44","F","Johnson&Johnson","C",2
2021-01-23,"Flanders","35-44","F","Moderna","A",8
2021-01-23,"Flanders","35-44","F","Pfizer-BioNTech","A",898
2021-01-23,"Flanders","35-44","M","Moderna","A",1
2021-01-23,"Flanders","35-44","M","Pfizer-BioNTech","A",230
2021-01-23,"Flanders","45-54","F","Johnson&Johnson","C",1
2021-01-23,"Flanders","45-54","F","Moderna","A",8
2021-01-23,"Flanders","45-54","F","Pfizer-BioNTech","A",1044
2021-01-23,"Flanders","45-54","M","Johnson&Johnson","C",3
2021-01-23,"Flanders","45-54","M","Moderna","A",5
2021-01-23,"Flanders","45-54","M","Pfizer-BioNTech","A",258
2021-01-23,"Flanders","55-64","F","Johnson&Johnson","C",1
2021-01-23,"Flanders","55-64","F","Moderna","A",7
2021-01-23,"Flanders","55-64","F","Pfizer-BioNTech","A",1034
2021-01-23,"Flanders","55-64","M","Johnson&Johnson","C",2
2021-01-23,"Flanders","55-64","M","Moderna","A",2
2021-01-23,"Flanders","55-64","M","Pfizer-BioNTech","A",361
2021-01-23,"Flanders","55-64","M","Pfizer-BioNTech","B",1
2021-01-23,"Flanders","65-74","F","Pfizer-BioNTech","A",374
2021-01-23,"Flanders","65-74","F","Pfizer-BioNTech","B",1
2021-01-23,"Flanders","65-74","M","Moderna","A",2
2021-01-23,"Flanders","65-74","M","Pfizer-BioNTech","A",287
2021-01-23,"Flanders","75-84","F","Moderna","A",1
2021-01-23,"Flanders","75-84","F","Pfizer-BioNTech","A",337
2021-01-23,"Flanders","75-84","F","Pfizer-BioNTech","B",5
2021-01-23,"Flanders","75-84","M","Pfizer-BioNTech","A",208
2021-01-23,"Flanders","75-84","M","Pfizer-BioNTech","B",1
2021-01-23,"Flanders","85+","F","Pfizer-BioNTech","A",485
2021-01-23,"Flanders","85+","F","Pfizer-BioNTech","B",11
2021-01-23,"Flanders","85+","M","Pfizer-BioNTech","A",164
2021-01-23,"Flanders","85+","M","Pfizer-BioNTech","B",2
2021-01-23,NA,"18-34","F","Pfizer-BioNTech","A",1
2021-01-23,NA,"18-34","M","Pfizer-BioNTech","A",1
2021-01-23,NA,"35-44","F","Pfizer-BioNTech","A",1
2021-01-23,NA,"45-54","F","Pfizer-BioNTech","A",2
2021-01-23,NA,"55-64","F","Pfizer-BioNTech","A",2
2021-01-23,NA,"55-64","M","Pfizer-BioNTech","A",2
2021-01-23,NA,"65-74","M","Pfizer-BioNTech","A",1
2021-01-23,"Ostbelgien","45-54","M","Pfizer-BioNTech","A",1
2021-01-23,"Ostbelgien","55-64","F","Pfizer-BioNTech","A",1
2021-01-23,"Ostbelgien","55-64","M","Pfizer-BioNTech","A",1
2021-01-23,"Ostbelgien","65-74","M","Pfizer-BioNTech","A",6
2021-01-23,"Ostbelgien","75-84","M","Pfizer-BioNTech","A",1
2021-01-23,"Wallonia","0-17","F","Pfizer-BioNTech","A",1
2021-01-23,"Wallonia","18-34","F","Moderna","A",10
2021-01-23,"Wallonia","18-34","F","Pfizer-BioNTech","A",21
2021-01-23,"Wallonia","18-34","M","Moderna","A",5
2021-01-23,"Wallonia","18-34","M","Pfizer-BioNTech","A",15
2021-01-23,"Wallonia","35-44","F","Moderna","A",6
2021-01-23,"Wallonia","35-44","F","Pfizer-BioNTech","A",23
2021-01-23,"Wallonia","35-44","M","Moderna","A",2
2021-01-23,"Wallonia","35-44","M","Pfizer-BioNTech","A",21
2021-01-23,"Wallonia","45-54","F","Moderna","A",13
2021-01-23,"Wallonia","45-54","F","Pfizer-BioNTech","A",25
2021-01-23,"Wallonia","45-54","M","Moderna","A",5
2021-01-23,"Wallonia","45-54","M","Pfizer-BioNTech","A",22
2021-01-23,"Wallonia","55-64","F","Moderna","A",15
2021-01-23,"Wallonia","55-64","F","Pfizer-BioNTech","A",29
2021-01-23,"Wallonia","55-64","M","Moderna","A",4
2021-01-23,"Wallonia","55-64","M","Pfizer-BioNTech","A",18
2021-01-23,"Wallonia","65-74","F","Moderna","A",1
2021-01-23,"Wallonia","65-74","F","Pfizer-BioNTech","A",23
2021-01-23,"Wallonia","65-74","M","Moderna","A",4
2021-01-23,"Wallonia","65-74","M","Pfizer-BioNTech","A",19
2021-01-23,"Wallonia","75-84","F","Pfizer-BioNTech","A",41
2021-01-23,"Wallonia","75-84","M","Moderna","A",1
2021-01-23,"Wallonia","75-84","M","Pfizer-BioNTech","A",15
2021-01-23,"Wallonia","85+","F","Pfizer-BioNTech","A",101
2021-01-23,"Wallonia","85+","M","Pfizer-BioNTech","A",16
2021-01-24,"Brussels","35-44","F","Pfizer-BioNTech","A",1
2021-01-24,"Brussels","35-44","M","Pfizer-BioNTech","A",1
2021-01-24,"Brussels","55-64","F","Moderna","A",1
2021-01-24,"Brussels","75-84","F","Pfizer-BioNTech","A",1
2021-01-24,"Brussels","85+","F","Pfizer-BioNTech","A",1
2021-01-24,"Flanders","0-17","F","Pfizer-BioNTech","A",17
2021-01-24,"Flanders","0-17","M","Pfizer-BioNTech","A",4
2021-01-24,"Flanders","18-34","F","Pfizer-BioNTech","A",221
2021-01-24,"Flanders","18-34","M","Pfizer-BioNTech","A",52
2021-01-24,"Flanders","18-34","M","Pfizer-BioNTech","B",1
2021-01-24,"Flanders","35-44","F","Pfizer-BioNTech","A",156
2021-01-24,"Flanders","35-44","M","Pfizer-BioNTech","A",33
2021-01-24,"Flanders","45-54","F","Pfizer-BioNTech","A",228
2021-01-24,"Flanders","45-54","M","Pfizer-BioNTech","A",42
2021-01-24,"Flanders","55-64","F","Pfizer-BioNTech","A",213
2021-01-24,"Flanders","55-64","M","Pfizer-BioNTech","A",60
2021-01-24,"Flanders","65-74","F","Pfizer-BioNTech","A",99
2021-01-24,"Flanders","65-74","M","Pfizer-BioNTech","A",72
2021-01-24,"Flanders","75-84","F","Pfizer-BioNTech","A",150
2021-01-24,"Flanders","75-84","M","Pfizer-BioNTech","A",74
2021-01-24,"Flanders","85+","F","Pfizer-BioNTech","A",269
2021-01-24,"Flanders","85+","M","Pfizer-BioNTech","A",83
2021-01-24,"Ostbelgien","35-44","F","Pfizer-BioNTech","A",2
2021-01-24,"Ostbelgien","45-54","M","Pfizer-BioNTech","A",1
2021-01-24,"Ostbelgien","65-74","M","Pfizer-BioNTech","A",2
2021-01-24,"Wallonia","18-34","F","Pfizer-BioNTech","A",17
2021-01-24,"Wallonia","18-34","M","Pfizer-BioNTech","A",3
2021-01-24,"Wallonia","35-44","F","Pfizer-BioNTech","A",18
2021-01-24,"Wallonia","35-44","M","Pfizer-BioNTech","A",7
2021-01-24,"Wallonia","45-54","F","Pfizer-BioNTech","A",12
2021-01-24,"Wallonia","45-54","M","Pfizer-BioNTech","A",5
2021-01-24,"Wallonia","55-64","F","Pfizer-BioNTech","A",12
2021-01-24,"Wallonia","55-64","M","Pfizer-BioNTech","A",11
2021-01-24,"Wallonia","65-74","F","Pfizer-BioNTech","A",1
2021-01-24,"Wallonia","65-74","M","Pfizer-BioNTech","A",5
2021-01-24,"Wallonia","75-84","M","Pfizer-BioNTech","A",4
2021-01-24,"Wallonia","85+","F","Pfizer-BioNTech","A",2
2021-01-24,"Wallonia","85+","M","Pfizer-BioNTech","A",1
2021-01-25,"Brussels","0-17","F","Pfizer-BioNTech","A",1
2021-01-25,"Brussels","18-34","F","Moderna","A",31
2021-01-25,"Brussels","18-34","F","Pfizer-BioNTech","A",58
2021-01-25,"Brussels","18-34","M","Johnson&Johnson","C",1
2021-01-25,"Brussels","18-34","M","Moderna","A",11
2021-01-25,"Brussels","18-34","M","Pfizer-BioNTech","A",45
2021-01-25,"Brussels","35-44","F","Moderna","A",12
2021-01-25,"Brussels","35-44","F","Pfizer-BioNTech","A",22
2021-01-25,"Brussels","35-44","M","Moderna","A",8
2021-01-25,"Brussels","35-44","M","Pfizer-BioNTech","A",22
2021-01-25,"Brussels","45-54","F","Moderna","A",15
2021-01-25,"Brussels","45-54","F","Pfizer-BioNTech","A",25
2021-01-25,"Brussels","45-54","M","Moderna","A",4
2021-01-25,"Brussels","45-54","M","Pfizer-BioNTech","A",15
2021-01-25,"Brussels","55-64","F","Moderna","A",6
2021-01-25,"Brussels","55-64","F","Pfizer-BioNTech","A",20
2021-01-25,"Brussels","55-64","M","Moderna","A",6
2021-01-25,"Brussels","55-64","M","Pfizer-BioNTech","A",4
2021-01-25,"Brussels","65-74","F","Moderna","A",1
2021-01-25,"Brussels","65-74","F","Pfizer-BioNTech","A",3
2021-01-25,"Brussels","65-74","M","Pfizer-BioNTech","A",5
2021-01-25,"Brussels","75-84","F","Pfizer-BioNTech","A",2
2021-01-25,"Brussels","75-84","M","Pfizer-BioNTech","A",2
2021-01-25,"Brussels","85+","F","Pfizer-BioNTech","A",1
2021-01-25,"Flanders","0-17","F","Pfizer-BioNTech","A",86
2021-01-25,"Flanders","0-17","M","Pfizer-BioNTech","A",26
2021-01-25,"Flanders","18-34","F","Johnson&Johnson","C",4
2021-01-25,"Flanders","18-34","F","Moderna","A",8
2021-01-25,"Flanders","18-34","F","Pfizer-BioNTech","A",1565
2021-01-25,"Flanders","18-34","M","Johnson&Johnson","C",6
2021-01-25,"Flanders","18-34","M","Moderna","A",7
2021-01-25,"Flanders","18-34","M","Pfizer-BioNTech","A",460
2021-01-25,"Flanders","35-44","F","Johnson&Johnson","C",2
2021-01-25,"Flanders","35-44","F","Moderna","A",15
2021-01-25,"Flanders","35-44","F","Pfizer-BioNTech","A",990
2021-01-25,"Flanders","35-44","M","Johnson&Johnson","C",2
2021-01-25,"Flanders","35-44","M","Moderna","A",5
2021-01-25,"Flanders","35-44","M","Pfizer-BioNTech","A",246
2021-01-25,"Flanders","45-54","F","Moderna","A",13
2021-01-25,"Flanders","45-54","F","Moderna","B",1
2021-01-25,"Flanders","45-54","F","Pfizer-BioNTech","A",1126
2021-01-25,"Flanders","45-54","M","Johnson&Johnson","C",3
2021-01-25,"Flanders","45-54","M","Moderna","A",4
2021-01-25,"Flanders","45-54","M","Pfizer-BioNTech","A",258
2021-01-25,"Flanders","55-64","F","Johnson&Johnson","C",1
2021-01-25,"Flanders","55-64","F","Moderna","A",25
2021-01-25,"Flanders","55-64","F","Pfizer-BioNTech","A",1041
2021-01-25,"Flanders","55-64","M","Moderna","A",4
2021-01-25,"Flanders","55-64","M","Pfizer-BioNTech","A",356
2021-01-25,"Flanders","65-74","F","Johnson&Johnson","C",1
2021-01-25,"Flanders","65-74","F","Pfizer-BioNTech","A",460
2021-01-25,"Flanders","65-74","M","Johnson&Johnson","C",3
2021-01-25,"Flanders","65-74","M","Pfizer-BioNTech","A",345
2021-01-25,"Flanders","75-84","F","Pfizer-BioNTech","A",535
2021-01-25,"Flanders","75-84","M","Pfizer-BioNTech","A",292
2021-01-25,"Flanders","85+","F","Pfizer-BioNTech","A",849
2021-01-25,"Flanders","85+","M","Pfizer-BioNTech","A",298
2021-01-25,NA,"0-17","F","Pfizer-BioNTech","A",2
2021-01-25,NA,"18-34","F","Pfizer-BioNTech","A",22
2021-01-25,NA,"18-34","M","Pfizer-BioNTech","A",7
2021-01-25,NA,"35-44","F","Pfizer-BioNTech","A",11
2021-01-25,NA,"35-44","M","Pfizer-BioNTech","A",1
2021-01-25,NA,"45-54","F","Pfizer-BioNTech","A",11
2021-01-25,NA,"45-54","M","Pfizer-BioNTech","A",1
2021-01-25,NA,"55-64","F","Pfizer-BioNTech","A",7
2021-01-25,NA,"55-64","M","Moderna","B",1
2021-01-25,NA,"55-64","M","Pfizer-BioNTech","A",1
2021-01-25,NA,"65-74","F","Pfizer-BioNTech","A",1
2021-01-25,NA,"65-74","M","Pfizer-BioNTech","A",1
2021-01-25,NA,"75-84","F","Pfizer-BioNTech","A",1
2021-01-25,"Ostbelgien","18-34","F","Pfizer-BioNTech","A",10
2021-01-25,"Ostbelgien","18-34","M","Pfizer-BioNTech","A",1
2021-01-25,"Ostbelgien","35-44","F","Pfizer-BioNTech","A",4
2021-01-25,"Ostbelgien","35-44","M","Pfizer-BioNTech","A",2
2021-01-25,"Ostbelgien","45-54","F","Pfizer-BioNTech","A",10
2021-01-25,"Ostbelgien","45-54","M","Pfizer-BioNTech","A",1
2021-01-25,"Ostbelgien","55-64","F","Pfizer-BioNTech","A",16
2021-01-25,"Ostbelgien","55-64","M","Pfizer-BioNTech","A",3
2021-01-25,"Ostbelgien","65-74","F","Pfizer-BioNTech","A",2
2021-01-25,"Ostbelgien","65-74","M","Pfizer-BioNTech","A",3
2021-01-25,"Ostbelgien","75-84","F","Pfizer-BioNTech","A",14
2021-01-25,"Ostbelgien","75-84","M","Pfizer-BioNTech","A",4
2021-01-25,"Ostbelgien","85+","F","Pfizer-BioNTech","A",42
2021-01-25,"Ostbelgien","85+","M","Pfizer-BioNTech","A",9
2021-01-25,"Wallonia","0-17","F","Pfizer-BioNTech","A",1
2021-01-25,"Wallonia","18-34","F","Moderna","A",28
2021-01-25,"Wallonia","18-34","F","Pfizer-BioNTech","A",328
2021-01-25,"Wallonia","18-34","M","Moderna","A",13
2021-01-25,"Wallonia","18-34","M","Pfizer-BioNTech","A",138
2021-01-25,"Wallonia","35-44","F","Moderna","A",32
2021-01-25,"Wallonia","35-44","F","Pfizer-BioNTech","A",313
